file|string|en|es|zh|es_php|zh_php
local_report_completion_overview|coursesummary_noexpire|Enroled: {$a->enrolled} \n Started: {$a->timestarted} \n Completed: {$a->timecompleted} \n Grade: {$a->finalscore} \n Previously completed: {$a->lastcompleted}|Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Completado: {$a->timecompleted} \n Calificación: {$a->finalscore} \n Completado anteriormente: {$a->lastcompleted}|已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 完成时间：{$a->timecompleted} \n 成绩：{$a->finalscore} \n 上次完成时间：{$a->lastcompleted}|$string['coursesummary_noexpire'] = 'Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Completado: {$a->timecompleted} \n Calificación: {$a->finalscore} \n Completado anteriormente: {$a->lastcompleted}';|$string['coursesummary_noexpire'] = '已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 完成时间：{$a->timecompleted} \n 成绩：{$a->finalscore} \n 上次完成时间：{$a->lastcompleted}';
local_report_completion_overview|coursesummary_noexpiry|Enrolled: {$a->enrolled} \n Started: {$a->timestarted} \n Completed: {$a->timecompleted} \n Grade: {$a->finalscore}|Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Completado: {$a->timecompleted} \n Calificación: {$a->finalscore}|已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 完成时间：{$a->timecompleted} \n 成绩：{$a->finalscore}|$string['coursesummary_noexpiry'] = 'Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Completado: {$a->timecompleted} \n Calificación: {$a->finalscore}';|$string['coursesummary_noexpiry'] = '已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 完成时间：{$a->timecompleted} \n 成绩：{$a->finalscore}';
local_report_completion_overview|coursesummary_nograde|Enroled: {$a->enrolled} \n Started: {$a->timestarted} \n Completed: {$a->timecompleted} \n Expires: {$a->timeexpires} \n Result: Passed|Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Completado: {$a->timecompleted} \n Caduca: {$a->timeexpires} \n Resultado: Aprobado|已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 完成时间：{$a->timecompleted} \n 到期时间：{$a->timeexpires} \n 结果：通过|$string['coursesummary_nograde'] = 'Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Completado: {$a->timecompleted} \n Caduca: {$a->timeexpires} \n Resultado: Aprobado';|$string['coursesummary_nograde'] = '已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 完成时间：{$a->timecompleted} \n 到期时间：{$a->timeexpires} \n 结果：通过';
local_report_completion_overview|coursesummary_nograde_noexpiry|Enroled: {$a->enrolled} \n Started: {$a->timestarted} \n Completed: {$a->timecompleted} \n Result: Passed|Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Completado: {$a->timecompleted} \n Resultado: Aprobado|已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 完成时间：{$a->timecompleted} \n 结果：通过|$string['coursesummary_nograde_noexpiry'] = 'Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Completado: {$a->timecompleted} \n Resultado: Aprobado';|$string['coursesummary_nograde_noexpiry'] = '已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 完成时间：{$a->timecompleted} \n 结果：通过';
local_report_completion_overview|coursesummary_partial|Completed: {$a->timecompleted} \n Expires: {$a->timeexpires}|Completado: {$a->timecompleted} \n Caduca: {$a->timeexpires}|已完成：{$a->timecompleted} \n 过期：{$a->timeexpires}|$string['coursesummary_partial'] = 'Completado: {$a->timecompleted} \n Caduca: {$a->timeexpires}';|$string['coursesummary_partial'] = '已完成：{$a->timecompleted} \n 过期：{$a->timeexpires}';
local_report_completion_overview|coursesummary_partial_extra_indate|Completed: {$a->timecompleted} \n Expires: {$a->timeexpires} \n Previously completed: {$a->lastcompleted} \n Expires: {$a->timeexpired}|Completado: {$a->timecompleted} \n Caduca: {$a->timeexpires} \n Completado anteriormente: {$a->lastcompleted} \n Caduca: {$a->timeexpired}|已完成：{$a->timecompleted} \n 过期：{$a->timeexpires} \n 上次已完成：{$a->lastcompleted} \n 过期：{$a->timeexpired}|$string['coursesummary_partial_extra_indate'] = 'Completado: {$a->timecompleted} \n Caduca: {$a->timeexpires} \n Completado anteriormente: {$a->lastcompleted} \n Caduca: {$a->timeexpired}';|$string['coursesummary_partial_extra_indate'] = '已完成：{$a->timecompleted} \n 过期：{$a->timeexpires} \n 上次已完成：{$a->lastcompleted} \n 过期：{$a->timeexpired}';
local_report_completion_overview|coursesummary_partial_extra_outdate|Completed: {$a->timecompleted} \n Expires: {$a->timeexpires} \n Previously completed: {$a->lastcompleted} \n Expired: {$a->timeexpired}|Completado: {$a->timecompleted} \n Caduca: {$a->timeexpires} \n Completado anteriormente: {$a->lastcompleted} \n Caduca: {$a->timeexpired}|已完成：{$a->timecompleted} \n 过期：{$a->timeexpires} \n 上次已完成：{$a->lastcompleted} \n 已过期：{$a->timeexpired}|$string['coursesummary_partial_extra_outdate'] = 'Completado: {$a->timecompleted} \n Caduca: {$a->timeexpires} \n Completado anteriormente: {$a->lastcompleted} \n Caduca: {$a->timeexpired}';|$string['coursesummary_partial_extra_outdate'] = '已完成：{$a->timecompleted} \n 过期：{$a->timeexpires} \n 上次已完成：{$a->lastcompleted} \n 已过期：{$a->timeexpired}';
local_report_completion_overview|coursesummary_partial_noexpire|Completed: {$a->timecompleted} \n Previously completed: {$a->lastcompleted}|Completado: {$a->timecompleted} \n Completado anteriormente: {$a->lastcompleted}|已完成：{$a->timecompleted} \n 上次已完成：{$a->lastcompleted}|$string['coursesummary_partial_noexpire'] = 'Completado: {$a->timecompleted} \n Completado anteriormente: {$a->lastcompleted}';|$string['coursesummary_partial_noexpire'] = '已完成：{$a->timecompleted} \n 上次已完成：{$a->lastcompleted}';
local_report_completion_overview|expired|Expired|Venció|已到期|$string['expired'] = 'Venció';|$string['expired'] = '已到期';
local_report_completion_overview|expiring|Due|Pendiente|到期的|$string['expiring'] = 'Pendiente';|$string['expiring'] = '到期的';
local_report_completion_overview|hideenrolledonly|Highlight available|Destacar disponible|高亮显示可用|$string['hideenrolledonly'] = 'Destacar disponible';|$string['hideenrolledonly'] = '高亮显示可用';
local_report_completion_overview|hideexpiry|Highlight expire|Resaltar caducar|高亮过期|$string['hideexpiry'] = 'Resaltar caducar';|$string['hideexpiry'] = '高亮过期';
local_report_completion_overview|indate|OK|DE ACUERDO|好的|$string['indate'] = 'DE ACUERDO';|$string['indate'] = '好的';
local_report_completion_overview|notcompleted|In progress|En curso|进行中|$string['notcompleted'] = 'En curso';|$string['notcompleted'] = '进行中';
local_report_completion_overview|notcompleted-expiring|In progress (Due)|En curso (Fecha límite)|进行中（到期）|$string['notcompleted-expiring'] = 'En curso (Fecha límite)';|$string['notcompleted-expiring'] = '进行中（到期）';
local_report_completion_overview|notcompleted-indate|In progress (OK)|En progreso (OK)|进行中（正常）|$string['notcompleted-indate'] = 'En progreso (OK)';|$string['notcompleted-indate'] = '进行中（正常）';
local_report_completion_overview|notcompleted-outdate|In progress (Expired)|En curso (Caducado)|进行中（已过期）|$string['notcompleted-outdate'] = 'En curso (Caducado)';|$string['notcompleted-outdate'] = '进行中（已过期）';
local_report_completion_overview|notenrolled|Not enrolled|No está inscrito|未注册|$string['notenrolled'] = 'No está inscrito';|$string['notenrolled'] = '未注册';
local_report_completion_overview|notenrolled-expiring|Not enrolled (Due)|No inscrito (Vencimiento)|未注册（到期）|$string['notenrolled-expiring'] = 'No inscrito (Vencimiento)';|$string['notenrolled-expiring'] = '未注册（到期）';
local_report_completion_overview|notenrolled-indate|Not enrolled (OK)|No matriculado (OK)|未注册（好的）|$string['notenrolled-indate'] = 'No matriculado (OK)';|$string['notenrolled-indate'] = '未注册（好的）';
local_report_completion_overview|notenrolled-outdate|Not enrolled (Expired)|No inscrito (Caducado)|未注册（已过期）|$string['notenrolled-outdate'] = 'No inscrito (Caducado)';|$string['notenrolled-outdate'] = '未注册（已过期）';
local_report_completion_overview|pluginname|Completion Overview Report|Informe general de finalización|完成情况概述报告|$string['pluginname'] = 'Informe general de finalización';|$string['pluginname'] = '完成情况概述报告';
local_report_completion_overview|privacy:metadata:local_report_user_lic_allocs|Local report user license allocation user information|Información del usuario sobre la asignación de licencias de informes locales|本地报告用户许可证分配用户信息|$string['privacy:metadata:local_report_user_lic_allocs'] = 'Información del usuario sobre la asignación de licencias de informes locales';|$string['privacy:metadata:local_report_user_lic_allocs'] = '本地报告用户许可证分配用户信息';
local_report_completion_overview|privacy:metadata:local_report_user_lic_allocs:action|Allocation action|Acción de asignación|分配行动|$string['privacy:metadata:local_report_user_lic_allocs:action'] = 'Acción de asignación';|$string['privacy:metadata:local_report_user_lic_allocs:action'] = '分配行动';
local_report_completion_overview|privacy:metadata:local_report_user_lic_allocs:courseid|Course ID|ID del curso|课程编号|$string['privacy:metadata:local_report_user_lic_allocs:courseid'] = 'ID del curso';|$string['privacy:metadata:local_report_user_lic_allocs:courseid'] = '课程编号';
local_report_completion_overview|privacy:metadata:local_report_user_lic_allocs:id|Local report user license allocation record ID|ID de registro de asignación de licencia de usuario de informe local|本地报表用户许可证分配记录 ID|$string['privacy:metadata:local_report_user_lic_allocs:id'] = 'ID de registro de asignación de licencia de usuario de informe local';|$string['privacy:metadata:local_report_user_lic_allocs:id'] = '本地报表用户许可证分配记录 ID';
local_report_completion_overview|privacy:metadata:local_report_user_lic_allocs:issuedate|License issue Unix timestamp|Emisión de licencia Marca de tiempo Unix|许可证颁发 Unix 时间戳|$string['privacy:metadata:local_report_user_lic_allocs:issuedate'] = 'Emisión de licencia Marca de tiempo Unix';|$string['privacy:metadata:local_report_user_lic_allocs:issuedate'] = '许可证颁发 Unix 时间戳';
local_report_completion_overview|privacy:metadata:local_report_user_lic_allocs:licenseid|License ID|ID de licencia|许可证 ID|$string['privacy:metadata:local_report_user_lic_allocs:licenseid'] = 'ID de licencia';|$string['privacy:metadata:local_report_user_lic_allocs:licenseid'] = '许可证 ID';
local_report_completion_overview|privacy:metadata:local_report_user_lic_allocs:userid|User ID|ID de usuario|用户身份|$string['privacy:metadata:local_report_user_lic_allocs:userid'] = 'ID de usuario';|$string['privacy:metadata:local_report_user_lic_allocs:userid'] = '用户身份';
local_report_completion_overview|report_completion_overview:view|View course completion overview report|Ver informe general de finalización del curso|查看课程完成情况概述报告|$string['report_completion_overview:view'] = 'Ver informe general de finalización del curso';|$string['report_completion_overview:view'] = '查看课程完成情况概述报告';
